fighter,age,height,reach,slpm,stac,sapm,tdavg,tdacc,tddef,subavg,wins,losses,draws
Joe Riggs,41.0,72,70,2.41,51,57,2.45,55,62,0.6,44,17,0
Ken Cross,29.0,72,72,2.2,57,55,1.0,12,66,0.0,11,3,0
Paul Daley,41.0,69,76,3.14,47,60,0.91,40,64,0.0,39,15,2
Holly Holm,42.0,68,69,3.21,40,56,0.9,30,78,0.1,15,6,0
Brian Stann,43.0,73,74,3.28,42,59,0.12,12,60,0.3,12,6,0
Brian Ebersole,43.0,72,73,2.32,49,56,1.7,23,61,0.1,51,18,1
Gustavo Lopez,34.0,65,67,2.48,40,57,1.74,41,31,0.7,12,6,1
Viktoriia Dudakova,25.0,65,67,3.14,52,50,2.45,41,50,0.0,8,0,0
Stephen Thompson,41.0,72,75,4.11,46,54,0.26,41,65,0.0,17,7,1
Tyler Toner,40.0,68,70,2.95,52,62,0.0,0,54,0.4,15,7,0
Tim Elliott,37.0,67,66,3.39,44,56,3.73,47,59,1.0,21,13,1
SeongChan Hong,34.0,67,69,6.57,55,47,0.0,0,0,0.0,9,2,0
Jai Herbert,35.0,73,77,2.69,41,45,0.2,10,57,0.0,12,5,1
Kleydson Rodrigues,28.0,65,67,5.48,62,48,0.85,25,63,0.8,8,3,0
Saimon Oliveira,32.0,64,72,2.82,41,48,1.21,25,35,1.6,18,5,0
George Roop,42.0,73,72,3.43,34,60,1.05,57,59,0.1,15,13,1
Kazula Vargas,38.0,68,71,3.65,53,57,0.4,25,30,0.4,12,5,0
Jens Pulver,49.0,67,70,2.12,37,56,0.22,33,63,0.3,27,19,1
Michael Lombardo,33.0,72,72,1.47,62,31,2.5,21,60,0.0,11,2,0
Ramiz Brahimaj,31.0,70,72,2.47,41,50,1.9,66,58,2.4,10,4,0
Nik Lentz,39.0,68,68,3.44,47,50,3.3,32,43,1.2,30,12,2
Carlos Eduardo Rocha,42.0,70,73,1.24,34,55,0.0,0,52,1.4,9,4,0
Juliana Miller,27.0,67,66,3.31,45,32,1.84,44,0,1.8,4,3,0
Maimaitituoheti Keremua,32.0,66,66,1.47,52,37,1.0,33,84,0.0,26,11,0
Karine Silva,30.0,65,67,3.37,35,50,2.45,60,0,4.1,17,4,0
Manel Kape,30.0,65,68,5.12,54,59,0.65,37,77,0.4,19,6,0
Jacob Silva,36.0,65,67,4.17,44,56,1.51,10,66,0.0,6,4,0
Ali Bagautinov,38.0,64,65,2.85,42,52,2.51,36,65,0.3,15,6,0
Martin Day,35.0,70,73,3.97,45,53,0.72,60,65,0.5,8,6,0
Julia Polastri,26.0,62,63,6.19,52,62,0.62,10,42,0.6,12,3,0
Danny Roberts,36.0,73,74,3.18,39,50,0.24,9%,57,0.2,18,8,0
Norman Parke,37.0,71,70,3.06,35,64,1.98,26,77,0.0,23,6,1
Riki Fukuda,43.0,72,73,4.24,43,64,2.17,43,70,0.0,24,9,0
Chris Wilson,46.0,73,75,2.32,50,55,1.31,50,60,1.6,18,10,0
Joaquin Buckley,29.0,70,76,3.87,33,57,1.51,36,65,0.0,17,6,0
Hilarie Rose,31.0,63,63,2.33,33,44,0.0,0,10,0.0,4,2,0
Shauna Bannon,30.0,65,65,3.6,37,37,0.0,0,33,0.0,5,1,0
Shayilan Nuerdanbieke,29.0,68,69,2.28,45,50,2.9,33,40,0.0,39,11,0
Kaiwen,28.0,69,72,4.32,49,54,0.78,33,92,0.0,12,6,0
Rob Broughton,41.0,74,74,2.83,60,51,0.0,0,26,3.2,16,7,1
Patrik White,30.0,72,72,9.77,49,60,0.0,0,50,0.0,9,2,0
Ravena Oliveira,27.0,65,65,1.0,48,48,2.0,66,62,0.0,7,2,1
Leonard Garcia,44.0,70,68,2.77,24,52,0.3,26,42,0.5,18,13,1
Bec Rawlings,35.0,66,64,4.48,42,57,0.71,40,68,0.4,7,8,0
